
time,q1,q2
0.012500000000000004,0.016204881188113484,0.003996888820263993
0.025000000000000015,0.012871310654342175,0.014679356180578095
0.037500000000000026,0.00799513011970429,0.030322143426214927
0.05000000000000004,0.002005106226062445,0.049561775633291755
0.06250000000000004,-0.004749098334338422,0.07128601289914789
0.07500000000000005,-0.011995543490004224,0.09463011154375382
0.08750000000000006,-0.019520009160641942,0.1189122491012566
0.10000000000000007,-0.027160604386449988,0.14361678632305547
0.11250000000000009,-0.03479546761130982,0.16835427572815523
0.12500000000000008,-0.04233505394943738,0.19283751555603829
0.1375000000000001,-0.049715251710619475,0.2168590389550078
0.1500000000000001,-0.056889656866324835,0.24026721493405054
0.16250000000000012,-0.06382684181704726,0.2629571168736618
0.17500000000000013,-0.0705036464314974,0.2848497821648886
0.18750000000000014,-0.07690532115087603,0.3058923408454646
0.20000000000000015,-0.08301986876258284,0.3260404572520779
0.21250000000000016,-0.08883996555504502,0.34526423460673095
0.22500000000000017,-0.09435804426107904,0.3635328288677602
0.23750000000000018,-0.09956925105784975,0.3808237949397128
0.25000000000000017,-0.10446695486812448,0.39710887113421867
0.2625000000000002,-0.10904632285852002,0.41236546735615714
0.2750000000000002,-0.11330002695752547,0.42656289848724893
0.2875000000000002,-0.11722224237894455,0.43967541422577133
0.3000000000000002,-0.12080440462264133,0.4516684240847971
0.3125000000000002,-0.124039563364715,0.4625128657867826
0.32500000000000023,-0.12691810451444535,0.4721711611256844
0.33750000000000024,-0.129432452543724,0.48061290012281627
0.35000000000000026,-0.13157271654504663,0.4878004094341114
0.36250000000000027,-0.1333317471243407,0.49370575253050025
0.3750000000000003,-0.13470069813988592,0.49829589673189273
0.3875000000000003,-0.13567441805536584,0.5015509214183631
0.4000000000000003,-0.1362469416092891,0.5034488406850346
0.4125000000000003,-0.1364171320233142,0.5039846812697777
0.4250000000000003,-0.13618412819515952,0.5031550539831142
0.43750000000000033,-0.13555305723216696,0.5009774312906896
0.45000000000000034,-0.13453046412500674,0.49747457107403886
0.46250000000000036,-0.13312980021321433,0.4926929561395368
0.47500000000000037,-0.1313668640233583,0.48668719707213987
0.4875000000000004,-0.12926467885151285,0.479536325965198
0.5000000000000003,-0.12684899826833382,0.471328413373949
0.5125000000000003,-0.12415217227489206,0.4621734174708031
0.5250000000000004,-0.12120884367529815,0.45218850968043844
0.5375000000000003,-0.11805851562174563,0.4415066016596132
0.5500000000000004,-0.11474168373758091,0.43026325639886837
0.5625000000000003,-0.11130105072791782,0.4186007931594215
0.5750000000000004,-0.10777844781781724,0.4066579717870378
0.5875000000000004,-0.10421490501035952,0.3945704068037145
0.6000000000000004,-0.10064872087410337,0.3824641661485171
0.6125000000000004,-0.09711476254367846,0.3704537163596914
0.6250000000000004,-0.09364388955758,0.35864002984162696
0.6375000000000004,-0.09026185706848779,0.3471072458008163
0.6500000000000005,-0.08699003635331365,0.3359250183704963
0.6625000000000004,-0.08384417141469469,0.32514467256992385
0.6750000000000005,-0.0808360940841781,0.3148047596104097
0.6875000000000004,-0.07797244362939384,0.30492704695623407
0.7000000000000005,-0.07525695493147591,0.29552389740813145
0.7125000000000005,-0.07268916770050153,0.2865941809665036
0.7250000000000005,-0.07026688897087767,0.2781311940549592
0.7375000000000005,-0.06798489971349393,0.2701185287818584
0.7500000000000006,-0.06583730242596939,0.2625376127274471
0.7625000000000005,-0.0638162456033793,0.2553636125109025
0.7750000000000006,-0.06191399474902161,0.24857208561558347
0.7875000000000005,-0.06012170839328337,0.2421350344739702
0.8000000000000006,-0.0584311735057292,0.2360264881539629
