2025-02-17 14:42:07,132 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-02-17 14:42:07,152 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-02-17 14:42:07,153 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-02-17 14:42:07,153 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-02-17 14:42:07,169 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-02-17 14:42:07,169 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-02-17 14:42:07,169 INFO  SwAddin.cs: 201 - Setting up command manager
2025-02-17 14:42:07,170 INFO  SwAddin.cs: 204 - Adding command manager
2025-02-17 14:42:07,171 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-02-17 14:42:07,172 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-02-17 14:42:07,172 INFO  SwAddin.cs: 210 - Adding event handlers
2025-02-17 14:42:07,249 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-02-17 15:00:03,876 INFO  SwAddin.cs: 294 - Assembly export called for file KinovaGen3_7dof.SLDASM
2025-02-17 15:00:03,877 INFO  SwAddin.cs: 299 - Save is required
2025-02-17 15:00:03,877 INFO  SwAddin.cs: 313 - Saving assembly
2025-02-17 15:00:04,604 INFO  SwAddin.cs: 316 - Opening property manager
2025-02-17 15:00:04,613 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from KinovaGen3_7dof.SLDASM
2025-02-17 15:00:04,634 INFO  ExportHelperExtension.cs: 1136 - Found 81 in KinovaGen3_7dof.SLDASM
2025-02-17 15:00:04,635 INFO  ExportHelperExtension.cs: 1145 - Found 9 features of type [CoordSys] in KinovaGen3_7dof.SLDASM
2025-02-17 15:00:04,635 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-02-17 15:00:04,636 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2025-02-17 15:00:04,636 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1.STEP-1
2025-02-17 15:00:04,637 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Link1.STEP-1
